Rwanda,-1.9646631,30.0644358
El Salvador,13.8000382,-88.9140683
Syria,34.6401861,39.0494106
Turks and Caicos Islands,21.7214683,-71.6201783
Togo,8.7800265,1.0199765
Tonga,-19.9160819,-175.2026420
Venezuela,8.0018709,-66.1109318
British Virgin Islands,18.4024395,-64.5661642
Marshall Islands,8.7630041,169.1110932
Greenland,77.6192349,-42.8125967
Faroe Islands,62.0448724,-7.0322972
Sweden,59.6749712,14.5208584
Cyprus,34.9823018,33.1451285
Singapore,1.3571070,103.8194992
Japan,36.5748441,139.2394179
Vanuatu,-16.5255069,168.1069154
China,35.0000740,104.9999270
Jamaica,18.1850507,-77.3947693
Azerbaijan,40.3936294,47.7872508
Bolivia,-17.0568696,-64.9912286
Brazil,-10.3333333,-53.2000000
Botswana,-23.1681782,24.5928742
Canada,61.0666922,-107.9917070
Czechia,49.8167003,15.4749544
Fiji,-18.1239696,179.0122737
Estonia,58.7523778,25.3319078
Ghana,8.0300284,-1.0800271
Equatorial Guinea,1.6131720,10.5170357
British Indian Ocean Territory,-6.4157192,72.1173961
Kenya,1.4419683,38.4313975
Kuwait,29.2733964,47.4979476
Montserrat,16.7417041,-62.1916844
Pakistan,30.3308401,71.2474990
Sierra Leone,8.6400349,-11.8400269
India,22.3511148,78.6677428
Tajikistan,38.6281733,70.8156541
Tanzania,-6.5247123,35.7878438
Colombia,4.0999170,-72.9088133
Ivory Coast,7.9897371,-5.5679458
Iceland,64.9841821,-18.1059013
Russia,64.6863136,97.7453061
Oman,21.0000287,57.0036901
Australia,-24.7761086,134.7550000
Bulgaria,42.6073975,25.4856617
Cameroon,4.6125522,13.1535811
Egypt,26.2540493,29.2675469
Eritrea,15.9500319,37.9999668
Grenada,12.1360374,-61.6904045
Iraq,33.0955793,44.1749775
Jordan,31.1667049,36.9416280
Laos,20.0171109,103.3782530
Saint Lucia,13.8250489,-60.9750360
Moldova,47.2879608,28.5670941
Myanmar,17.1750495,95.9999652
Mauritania,20.2540382,-9.2399263
Nigeria,9.6000359,7.9999721
Nicaragua,12.6090157,-85.2936911
Panama,8.5595590,-81.1308434
San Marino,43.9458623,12.4583060
Somalia,8.3676771,49.0834160
Tunisia,33.8439408,9.4001380
Tuvalu,-7.7689590,178.1167698
Uganda,1.5333554,32.2166578
Uzbekistan,41.3237300,63.9528098
United States,39.7837304,-100.4458820
Algeria,28.0000272,2.9999825
Antigua and Barbuda,17.2234721,-61.9554608
Bangladesh,24.4769288,90.2934413
Cambodia,13.5066394,104.8694230
Central African Republic,7.0323598,19.9981227
Denmark,55.6702490,10.3333283
East Timor,-8.5151979,125.8375756
Finland,63.2467777,25.9209164
Georgia,41.6809707,44.0287382
Greece,38.9953683,21.9877132
Kiribati,0.3448612,173.6641773
Latvia,56.8406494,24.7537645
Libya,26.8234472,18.1236723
Madagascar,-18.9249604,46.4416422
Mongolia,46.8250388,103.8499736
Morocco,31.1728205,-7.3362482
Poland,52.2159330,19.1344220
Qatar,25.3336984,51.2295295
Republic of the Congo,-0.7264327,15.6419155
Romania,45.9852129,24.6859225
Saint Vincent and the Grenadines,12.9044700,-61.2765569
Senegal,14.4750607,-14.4529612
Slovakia,48.7411522,19.4528646
Suriname,4.1413025,-56.0771187
Taiwan,23.9739374,120.9820179
Uruguay,-32.8755548,-56.0201525
Zambia,-14.5189121,27.5589884
Anguilla,18.1954947,-63.0750234
Jersey,49.2214561,-2.1358386
Niue,-19.0536414,-169.8613410
Tokelau,-9.1676396,-171.8196870
Democratic Republic of the Congo,-2.9814344,23.8222636
Thailand,14.8971921,100.8327300
Montenegro,42.9868853,19.5180992
Abkhazia,43.1500226,41.2299786
Solomon Islands,-9.7354344,162.8288542
United Kingdom,54.7023545,-3.2765753
South Sudan,7.8699431,29.6667897
France,46.6033540,1.8883335
Pitcairn,-25.0657719,-130.1017820
Ireland,52.8651960,-7.9794599
Switzerland,46.7985624,8.2319736
Palau,5.3783537,132.9102573
Sāmoa,-13.7693895,-172.1200500
Isle of Man,54.1936805,-4.5591148
Zimbabwe,-18.4554963,29.7468414
Paraguay,-23.3165935,-58.1693445
Ukraine,49.4871968,31.2718321
Germany,51.0834196,10.4234469
Belgium,50.6402809,4.6667145
Brunei,4.4137155,114.5653908
South Ossetia,42.3476344,44.0979465
Turkish Republic Of Northern Cyprus,35.2245313,33.6252379
Kyrgyzstan,41.5089324,74.7240910
Mauritius,-20.2759451,57.5703566
Aruba,12.5013629,-69.9618475
Bosnia and Herzegovina,44.3053476,17.5961467
Ethiopia,10.2116702,38.6521203
Portugal,40.0332629,-7.8896263
Lesotho,-29.6039267,28.3350193
Liechtenstein,47.1416307,9.5531527
Malta,35.8885993,14.4476911
Kosovo,42.5869578,20.9021231
Sri Lanka,7.5554942,80.7137847
Indonesia,-2.4833826,117.8902853
Djibouti,11.8145966,42.8453061
Monaco,43.7323492,7.4276832
Nagorno-Karabakh,39.8079192,46.6977209
Curacao,12.1176488,-68.9309263
Mexico,23.6585116,-102.0077097
Guatemala,15.5855545,-90.3457590
Vatican City,41.9034110,12.4528527
